"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
23,24,28,74,79,81,107,132,142,145,150,154,176,197,223,233,267,284,331,402,587
8,11,11,27,32,41,64,82,99,147,176,176,177,180,197,200,235,326,354,458,838
18,36,87,87,87,94,107,108,110,147,168,180,201,205,217,233,235,269,282,403,565
9,18,19,25,39,50,61,87,115,119,129,129,143,156,182,202,224,454,509,552,617
19,31,41,41,62,62,73,73,83,100,101,118,130,187,200,217,282,420,454,546,599
1,1,4,13,62,78,83,92,103,105,150,166,180,230,245,260,284,320,377,523,562
1,19,25,49,54,72,96,106,129,190,193,229,237,247,247,250,252,290,370,389,394
14,19,34,38,55,68,76,92,162,197,197,198,226,252,258,277,315,332,337,337,355
15,23,53,68,70,78,113,113,128,129,149,180,226,230,247,247,254,308,331,367,510
13,54,83,101,102,103,111,121,128,130,141,176,177,183,184,218,278,300,300,415,521
4,6,12,15,16,41,59,67,81,84,84,98,114,139,161,176,197,229,730,738,788
5,13,22,23,42,61,75,75,101,103,122,199,203,209,246,260,281,288,396,429,686
15,25,49,52,83,86,90,101,108,113,133,141,153,157,160,190,247,350,354,405,827
15,15,16,19,38,47,52,61,62,89,101,104,131,134,165,196,233,269,313,572,1207
23,31,70,76,92,94,107,123,135,139,159,167,197,238,264,271,287,309,309,327,421
2,38,38,40,54,60,62,66,71,73,76,88,102,122,174,234,258,421,468,639,753
1,2,18,40,42,57,66,69,75,86,88,101,147,176,205,227,260,398,421,453,907
17,27,29,62,77,78,105,112,160,161,184,189,194,198,222,224,231,233,345,354,637
43,48,65,67,83,85,86,91,96,99,107,131,171,173,173,179,204,252,373,577,736
9,25,41,54,54,62,84,84,98,100,116,144,172,177,197,209,211,313,333,545,811
4,4,8,15,18,21,42,48,72,79,110,122,134,256,268,295,296,338,359,601,749
2,6,16,26,33,36,37,45,72,77,108,110,112,142,148,225,234,244,327,783,1056
6,13,16,24,44,49,56,61,77,95,112,113,152,191,252,279,364,392,458,519,566
2,5,27,33,39,43,52,58,73,96,100,126,128,268,290,293,373,374,422,447,590
24,39,41,65,80,85,94,100,112,115,122,189,209,216,233,266,267,270,389,435,488
26,28,29,37,40,72,84,108,122,127,151,171,213,227,250,260,297,301,350,375,571
42,63,72,80,93,97,99,104,108,114,177,192,207,221,259,266,266,310,320,334,415
15,25,37,68,75,76,82,119,121,125,125,148,149,182,192,230,330,334,378,395,633
11,16,22,24,25,39,49,64,72,74,82,105,116,119,221,231,336,373,515,583,762
1,9,14,21,23,26,33,37,62,71,79,86,96,96,155,228,261,297,364,459,1421
2,2,5,10,10,18,29,35,65,111,116,138,180,240,241,252,297,399,491,560,638
7,18,21,52,76,87,87,98,100,108,180,184,204,214,231,250,280,280,343,395,624
10,16,18,18,26,31,32,42,48,62,81,81,128,134,253,277,293,481,532,635,641
3,4,45,46,55,67,74,82,83,85,101,127,142,180,197,296,367,412,413,449,611
9,29,40,60,75,79,83,84,117,124,129,152,173,234,242,304,312,329,391,416,457
1,2,3,11,20,24,55,60,64,73,82,98,125,133,176,203,273,326,431,619,1060
2,5,18,28,42,42,43,63,68,80,87,109,123,161,170,187,228,360,496,604,923
6,11,12,16,19,70,76,103,127,142,158,170,190,202,221,266,289,310,447,498,506
1,1,1,17,30,56,68,79,82,116,127,139,140,148,163,178,198,310,403,481,1101
19,42,55,61,66,73,79,107,107,107,107,108,108,112,112,125,160,403,469,643,776
3,30,37,39,39,47,82,87,114,134,138,174,187,231,246,288,296,329,379,457,502
2,6,13,19,28,36,84,86,115,127,152,202,224,270,278,325,338,372,373,373,416
39,47,47,69,100,121,126,144,150,152,167,179,188,199,226,240,249,305,307,334,450
11,21,25,33,56,56,56,65,73,80,113,123,141,224,281,297,324,340,462,517,541
1,4,7,12,39,39,39,50,55,64,64,112,125,175,256,285,289,394,435,589,805
1,16,27,38,38,40,52,123,125,151,163,191,196,201,212,218,228,317,323,476,703
8,8,39,44,46,47,67,83,111,127,143,144,212,241,278,326,351,373,376,406,409
1,5,7,50,73,74,85,86,91,109,131,157,161,171,192,218,238,251,501,515,723
25,29,32,39,52,55,58,85,96,113,156,166,170,181,183,199,200,249,277,393,1081
10,29,50,58,80,83,86,114,117,144,168,175,183,205,218,218,282,285,327,454,553
7,13,16,28,45,65,67,78,91,125,143,147,181,182,258,279,283,290,405,529,607
2,25,37,44,60,69,72,96,113,139,148,179,195,210,260,281,321,323,353,373,539
11,43,45,49,64,66,74,74,81,132,155,165,176,179,180,232,301,371,402,419,620
10,49,56,93,96,100,102,125,136,143,148,167,190,205,207,208,221,236,249,537,561
3,3,6,10,33,36,57,57,80,120,137,149,151,204,271,271,313,329,470,496,643
16,17,26,26,42,46,69,72,147,156,156,182,184,205,242,277,297,339,372,459,509
10,31,46,69,73,80,94,98,103,118,125,145,146,192,217,235,264,273,298,479,743
18,35,58,69,71,75,76,96,96,103,122,155,164,183,220,233,287,338,422,443,575
5,12,26,32,55,71,91,103,133,139,149,154,210,213,234,264,297,321,363,381,586
8,13,20,24,44,46,52,57,67,84,116,186,199,221,242,286,291,294,313,393,883
5,8,13,16,31,36,42,44,54,89,99,124,173,176,190,219,265,280,423,525,1027
9,12,19,23,24,41,52,85,86,99,110,171,244,275,278,290,293,296,335,470,627
8,10,15,52,62,77,86,88,111,144,144,174,207,210,288,288,299,321,337,375,543
17,18,25,48,54,54,63,75,79,116,126,142,165,172,224,233,271,382,405,583,587
3,5,5,21,23,23,26,28,40,75,75,79,97,110,133,177,345,445,466,825,838
7,14,36,65,79,96,116,135,156,156,163,185,204,204,207,221,222,291,341,392,549
9,28,29,31,31,37,57,76,76,103,141,154,159,196,207,285,302,304,322,498,794
2,15,64,85,89,129,131,144,163,175,188,191,203,205,221,222,222,231,267,277,615
67,84,87,94,103,107,107,109,123,134,141,174,176,180,196,212,228,296,313,352,556
13,27,38,38,51,57,61,64,71,119,180,183,210,218,251,276,302,309,366,412,593
3,14,19,20,20,22,22,23,39,65,136,169,204,205,263,274,315,356,488,575,607
5,16,19,19,30,38,55,57,69,80,95,114,176,190,209,331,345,374,459,487,671
25,28,39,40,51,52,56,67,79,79,94,137,175,219,243,293,298,384,406,459,615
5,17,24,31,37,43,69,88,95,98,125,126,178,212,236,241,248,265,454,458,789
6,7,23,32,43,53,80,90,94,98,104,114,132,175,189,190,225,273,310,652,949
1,18,40,45,54,59,78,94,98,129,162,215,253,258,260,266,270,291,328,440,480
21,23,31,32,42,59,77,101,102,106,123,180,204,206,234,245,278,369,374,399,633
6,8,8,25,26,45,67,69,78,82,83,93,118,150,247,311,322,402,425,463,811
12,12,14,18,23,25,25,26,56,59,60,76,100,180,180,239,263,400,488,606,977
6,28,46,53,63,70,97,106,112,113,114,121,145,174,214,235,245,267,278,437,915
6,6,13,44,44,49,54,57,71,89,133,138,165,181,199,245,332,406,431,434,742
1,3,11,71,84,85,92,104,109,135,153,172,218,226,258,264,270,273,298,441,571
5,14,22,31,37,52,53,67,91,98,129,133,177,211,265,282,295,355,409,440,673
5,27,31,78,85,97,100,122,134,136,146,147,203,211,241,274,283,284,291,401,543
29,39,41,45,61,70,74,86,121,145,157,178,197,201,220,286,325,362,369,382,451
2,17,22,24,31,79,81,81,85,114,124,150,191,200,217,222,310,382,423,501,583
7,14,14,39,40,65,69,81,94,116,143,148,151,168,179,199,286,318,434,580,694
7,9,10,36,46,47,64,73,102,103,171,183,205,225,255,257,288,303,313,444,698
40,41,44,45,53,60,66,121,140,145,147,156,156,161,182,212,280,382,435,455,518
12,18,24,25,30,70,88,89,93,99,145,167,184,195,198,201,275,391,405,489,641
14,23,24,32,40,46,72,90,90,159,179,193,217,226,240,248,254,287,385,495,525
26,38,39,40,44,56,67,77,127,143,146,150,159,173,185,202,229,311,338,609,680
1,5,23,28,33,49,56,89,107,140,151,193,198,207,207,265,276,281,415,498,617
2,28,33,37,46,48,72,85,109,112,113,115,134,171,181,228,266,289,298,499,973
8,42,53,53,55,58,89,92,93,100,108,132,190,192,233,290,329,366,373,405,578
4,8,8,20,44,53,58,62,67,76,108,161,164,212,258,323,353,370,389,446,655
5,15,18,18,20,58,60,62,77,81,110,115,171,215,217,319,325,333,344,595,681
9,12,28,44,56,57,57,68,101,106,114,165,200,202,205,240,325,343,443,478,586
4,4,9,11,14,32,50,50,52,55,63,128,129,132,180,219,362,386,456,670,833
19,24,48,87,100,100,109,124,126,135,135,146,169,189,200,202,227,249,294,366,790
23,31,35,40,55,61,62,67,107,145,170,178,183,188,196,232,328,403,403,420,512
5,30,30,41,52,66,73,102,107,107,107,139,167,171,246,267,288,341,365,409,726
17,20,21,25,33,40,61,63,67,79,79,89,108,124,186,203,247,283,669,692,733
30,31,33,36,52,63,73,77,103,120,136,147,151,177,267,273,294,353,413,474,536
6,6,9,13,50,58,58,75,109,142,165,187,231,231,243,281,320,329,354,400,572
11,20,28,30,30,38,45,50,67,76,95,95,125,167,311,322,354,440,498,502,535
18,30,50,74,79,98,113,118,122,174,177,180,187,188,189,263,285,288,317,355,534
8,11,41,55,66,100,112,127,127,127,171,171,196,238,243,272,289,293,345,401,446
13,16,24,31,32,36,58,76,77,117,118,132,138,160,203,224,325,339,376,651,693
2,8,16,17,29,38,43,46,55,61,67,71,74,143,185,214,317,405,483,518,1047
13,16,27,38,59,62,70,81,91,99,104,134,135,161,221,302,304,322,411,463,726
3,3,13,23,40,49,68,76,76,83,121,130,130,144,173,216,336,338,469,609,739
3,12,16,16,37,40,46,74,130,152,189,203,211,218,223,249,284,328,410,469,529
29,37,46,50,53,56,59,67,82,97,112,136,161,173,220,222,226,355,408,518,732
48,48,50,50,50,59,69,82,85,102,121,133,152,170,178,182,289,296,469,568,638
8,8,16,24,44,50,60,86,86,148,182,197,199,224,245,322,324,345,378,406,487
9,25,31,44,50,50,70,76,87,90,97,100,105,214,254,254,340,465,476,482,520
10,19,19,21,30,32,41,50,87,137,137,188,197,235,263,275,317,349,426,493,513
17,19,21,51,65,67,74,92,96,101,102,140,163,199,225,281,281,403,458,487,497
2,20,25,43,61,62,95,97,100,111,127,129,136,190,246,246,262,266,366,515,740
4,16,52,52,69,90,108,136,144,150,178,182,198,214,253,256,259,325,352,357,444
27,66,66,78,87,88,96,114,140,140,144,164,166,197,273,279,295,330,353,368,368
4,22,29,37,43,86,101,104,120,136,149,152,196,210,220,226,259,301,343,379,722
2,6,10,19,34,38,57,64,71,73,124,154,194,203,285,289,370,372,410,446,618
14,33,34,37,46,56,58,90,95,102,113,132,132,153,160,230,275,331,425,653,670
14,22,24,24,27,40,42,46,78,91,94,114,120,165,192,249,376,393,401,549,778
28,33,46,54,55,59,68,73,81,109,120,127,139,229,235,241,264,280,364,401,833
16,25,32,47,58,58,67,88,89,89,97,100,145,161,161,214,255,291,301,544,1001
12,19,22,26,32,32,42,58,107,111,111,131,135,137,160,265,308,332,429,465,905
15,15,34,36,39,47,48,82,91,96,96,103,145,150,179,196,210,212,409,752,884
7,16,19,29,31,44,50,65,75,89,96,116,134,134,143,443,445,448,453,467,535
10,10,13,13,26,43,56,93,105,115,115,121,149,199,329,356,384,385,407,455,455
3,18,41,43,44,55,59,86,115,120,141,141,172,182,182,198,206,260,395,659,719
1,5,6,10,19,24,62,68,68,73,79,92,171,223,337,357,363,386,397,543,555
12,18,29,33,33,38,49,65,101,117,130,183,189,190,199,199,215,275,459,508,797
6,35,35,51,57,57,57,73,90,95,126,172,180,206,209,228,229,302,426,499,706
6,8,32,38,45,58,63,113,113,124,145,169,179,196,203,263,304,307,363,468,642
5,17,44,54,60,67,95,101,107,107,109,119,133,178,179,193,300,311,367,627,666
17,26,38,62,63,69,80,87,87,110,181,183,187,187,188,191,216,283,301,591,692
1,1,6,13,17,36,47,50,57,79,112,118,144,209,266,362,384,466,466,476,529
6,6,9,14,33,45,78,80,84,84,102,146,186,208,226,322,333,425,455,498,499
1,9,29,38,43,61,72,86,92,95,97,111,132,185,197,201,238,312,528,591,721
10,21,27,30,41,45,50,86,109,113,115,125,134,180,207,238,322,362,421,466,737
22,24,25,64,64,94,103,106,114,117,133,153,166,179,186,194,220,250,339,344,942
15,22,25,42,42,64,65,84,108,114,146,159,164,170,181,280,305,317,390,513,633
10,20,28,29,32,36,46,58,67,102,112,158,173,220,294,318,327,330,394,512,573
10,12,19,25,67,96,102,104,104,119,134,150,171,200,203,289,294,296,391,466,587
20,39,50,54,54,71,75,102,106,107,112,116,120,203,288,327,329,350,407,414,495
11,21,34,59,63,66,70,110,113,127,150,163,167,206,234,240,271,326,375,506,527
1,2,28,33,36,42,60,63,92,125,129,213,221,234,261,281,309,312,419,451,527
10,14,16,37,39,46,59,91,92,94,139,156,200,215,222,239,300,327,371,539,633
4,6,21,34,37,39,41,66,76,84,120,151,157,176,186,310,331,385,420,494,701
7,7,30,40,44,84,85,91,93,110,146,151,177,192,231,259,306,348,382,461,595
9,25,40,43,53,55,80,91,120,144,187,195,234,248,283,297,297,318,321,399,400
1,11,17,20,31,50,64,67,68,74,119,129,129,155,261,273,329,376,384,625,656
1,11,19,19,21,38,38,93,106,106,142,193,204,212,306,308,338,356,428,443,457
17,33,39,45,50,51,56,66,66,88,100,117,159,170,186,200,237,286,342,717,814
8,36,37,38,82,90,99,109,150,192,201,204,208,222,238,243,244,291,350,355,442
11,13,58,59,60,88,91,114,126,150,172,182,204,225,235,239,282,320,328,431,451
17,44,46,57,75,78,109,117,125,132,139,143,205,212,239,292,298,311,322,322,556
23,37,40,61,90,99,107,109,112,126,208,214,217,221,223,257,268,312,319,372,424
19,21,27,31,32,47,52,72,74,88,151,167,177,191,275,293,345,359,404,494,520
2,37,39,57,63,63,71,78,83,90,137,153,163,166,223,250,277,297,316,521,753
18,27,39,40,43,47,51,94,97,98,116,147,149,181,202,233,284,306,400,604,663
5,12,20,47,76,81,91,97,98,119,160,194,200,220,248,274,280,295,378,382,562
2,5,13,15,15,42,48,66,68,81,109,113,179,196,222,291,294,315,483,570,712
3,4,6,20,23,26,28,28,68,73,102,111,142,187,199,270,270,307,426,541,1005
2,5,8,31,41,46,54,54,86,91,111,129,183,227,227,244,248,257,378,383,1034
26,30,57,59,61,63,63,66,74,111,123,126,127,148,169,178,320,460,479,521,578
8,9,13,35,94,99,99,111,117,126,127,156,163,168,228,239,257,304,346,504,636
18,22,26,65,66,88,131,138,139,154,169,172,175,202,214,215,218,339,372,447,469
12,17,32,59,69,70,79,80,93,107,122,128,141,242,286,315,319,356,357,407,548
6,12,23,29,30,66,66,78,111,133,160,164,180,192,261,281,281,288,306,557,615
31,33,34,56,60,92,95,96,112,118,125,154,158,191,204,267,339,355,396,413,510
21,21,23,23,35,35,83,97,98,176,202,226,244,249,252,267,267,307,316,334,563
7,9,9,19,20,22,22,22,90,114,146,156,215,260,270,273,294,377,500,502,512
10,17,22,43,43,46,61,82,84,98,114,119,134,137,220,233,249,315,400,497,915
3,12,14,16,18,20,39,43,45,61,74,75,92,102,178,200,216,405,413,614,1199
1,32,63,65,69,97,100,110,131,137,156,157,192,209,244,270,273,295,396,405,437
4,29,40,45,50,64,68,77,88,92,114,114,134,143,150,180,222,222,454,693,856
11,18,19,36,60,66,79,88,90,102,109,153,170,228,238,241,305,353,405,462,606
13,33,33,58,63,63,72,82,97,102,126,137,174,180,183,194,222,284,356,517,850
22,41,43,60,73,78,99,105,130,132,136,156,178,212,213,290,300,315,346,354,556
27,31,31,57,58,98,107,140,144,155,156,176,176,219,277,298,304,307,322,347,409
8,35,78,87,96,117,120,121,125,135,136,149,151,169,169,222,251,344,365,475,486
12,13,14,14,15,35,71,86,89,135,160,191,207,235,246,268,288,332,427,442,559
2,24,46,53,59,78,81,97,99,120,125,132,161,172,185,242,272,407,420,428,636
9,19,44,58,64,66,67,78,87,94,105,167,176,183,200,291,298,326,473,500,534
10,23,42,51,83,101,103,120,132,152,153,157,165,166,182,185,202,207,317,617,671
7,14,25,31,41,60,66,87,110,110,112,117,119,197,269,283,350,387,389,497,568
2,3,15,24,35,60,79,90,115,119,134,154,191,266,275,287,302,344,440,448,456
7,12,26,29,36,47,68,68,69,88,98,110,121,177,231,251,258,319,462,534,828
3,8,13,34,38,53,62,70,105,105,126,158,159,181,185,194,295,315,374,459,902
14,16,27,34,60,60,62,63,84,114,117,180,243,246,260,272,280,296,384,497,530
31,38,40,84,100,120,122,134,144,155,159,164,200,201,236,255,256,263,264,358,515
5,10,11,27,50,71,74,78,93,104,132,176,221,245,252,259,307,333,349,451,591
21,25,37,48,54,67,81,89,113,125,163,194,211,239,243,282,286,320,323,333,585
12,23,26,45,58,83,84,87,114,122,130,186,214,263,274,304,316,329,338,346,485
6,6,9,15,24,24,38,40,41,115,145,156,156,260,276,293,348,360,385,498,644
10,29,39,40,62,62,80,89,117,124,138,144,173,181,235,240,241,309,309,496,721
6,24,43,62,70,73,73,73,81,96,163,168,174,188,196,212,244,255,257,477,904
2,13,61,74,99,99,103,126,133,148,157,157,163,194,209,223,227,245,345,407,654
7,25,28,34,43,44,57,68,105,111,120,120,191,194,210,236,355,365,370,388,768
1,32,37,68,69,71,101,106,114,124,201,221,221,234,234,234,302,303,307,365,494
10,20,20,40,54,68,72,85,110,110,131,135,155,164,173,184,193,218,507,535,855
1,9,17,27,77,83,109,124,126,127,127,152,191,194,194,202,226,387,474,478,514
17,20,25,28,31,47,55,59,63,73,86,123,153,164,201,240,341,351,531,610,621
26,33,38,53,54,54,81,90,103,126,127,147,184,190,199,226,269,275,297,611,656
16,17,21,24,35,48,49,50,55,69,72,119,140,185,208,209,261,372,453,498,938
3,27,48,73,82,89,97,143,152,161,163,165,173,187,190,243,271,289,291,351,641
6,6,6,11,25,26,45,75,91,91,98,116,116,166,190,303,343,365,476,501,783
7,15,55,68,71,79,87,87,90,102,105,115,135,244,251,271,284,333,427,506,507
15,16,26,28,35,37,70,98,101,122,158,176,257,257,269,285,315,320,328,441,485
13,22,31,32,53,53,55,70,86,91,112,120,159,167,311,341,347,368,440,451,517
4,4,27,36,44,59,75,86,86,89,116,119,171,182,207,228,258,308,509,595,636
22,34,58,81,88,113,113,130,138,141,146,151,168,180,181,215,219,246,302,323,790
16,20,30,46,62,68,80,106,113,125,146,153,190,198,260,276,310,354,395,438,453
8,21,59,64,72,76,90,91,101,102,108,112,120,142,193,222,362,383,425,515,573
7,8,15,37,42,50,56,61,75,75,134,151,155,211,290,313,349,373,390,397,650
15,16,42,49,55,59,102,109,138,154,180,190,194,195,207,220,292,294,339,461,528
5,17,33,44,71,98,104,115,119,132,175,181,188,233,245,296,315,335,357,362,414
20,26,40,57,58,68,69,95,95,111,114,144,154,166,169,185,220,284,340,639,785
6,39,57,70,72,79,97,97,107,121,123,160,196,199,210,225,253,259,363,480,626
12,12,16,36,58,58,68,95,99,172,204,220,221,229,234,254,267,275,312,485,512
19,22,31,31,41,72,78,84,100,100,125,163,209,210,224,228,247,316,361,447,731
3,9,14,32,64,65,96,120,125,135,185,215,216,219,223,279,282,301,347,388,521
29,36,37,47,53,62,68,79,86,117,130,144,145,159,195,285,362,397,403,439,566
8,30,35,46,50,63,71,103,105,114,122,150,163,198,291,293,302,349,422,427,497
16,21,29,35,71,86,93,103,104,124,144,144,194,218,278,278,292,312,332,373,592
19,29,34,38,48,48,52,82,84,180,186,192,215,250,254,294,305,327,328,363,511
12,32,40,50,64,65,66,84,100,113,129,151,195,231,237,250,262,276,362,411,709
33,43,45,62,70,83,94,131,157,174,182,186,197,214,232,261,266,270,356,390,393
4,11,15,33,38,46,52,61,172,174,188,211,217,237,239,262,281,288,336,432,542
26,29,33,33,41,52,57,65,77,78,142,152,194,227,228,242,247,319,483,547,567
15,15,18,21,32,37,57,74,85,87,92,99,161,164,165,219,220,422,514,629,713
7,36,58,61,73,81,82,89,110,122,168,198,232,273,278,279,301,316,349,361,365
4,12,13,43,47,53,88,88,93,100,105,124,134,205,223,236,278,389,515,522,567
1,9,13,25,34,44,47,73,103,105,108,108,123,130,142,204,220,283,386,448,1233
7,11,15,18,24,24,33,40,60,69,103,113,147,158,179,189,329,344,404,524,1048
5,6,19,39,39,51,73,77,101,107,170,190,199,199,221,263,279,361,397,463,580
1,17,21,50,51,51,51,53,80,81,88,128,129,130,187,202,256,373,536,620,734
1,3,13,14,22,42,56,76,91,100,120,159,189,219,271,281,304,413,463,472,530
20,68,79,85,99,101,103,136,139,160,187,201,217,223,244,246,284,289,292,316,350
1,3,19,26,35,36,41,51,74,80,91,106,130,228,256,356,401,428,442,445,590
3,6,32,35,42,49,49,60,139,142,152,163,207,218,247,260,260,260,262,486,767
20,26,31,32,45,72,96,104,105,118,136,148,156,163,182,207,328,412,455,469,534
56,63,77,82,82,87,101,114,140,162,164,183,191,193,208,208,209,298,360,362,499
12,26,33,55,63,86,88,90,97,102,136,140,145,162,164,238,277,380,417,504,624
6,6,12,14,32,33,34,46,61,94,103,107,139,174,186,213,251,548,564,583,633
5,23,25,28,49,72,76,78,100,102,169,179,195,203,212,219,219,234,473,536,642
21,22,29,29,39,50,60,75,90,90,92,99,176,178,212,274,309,337,348,489,820
27,55,57,57,75,92,107,108,114,118,128,138,172,227,230,233,272,276,348,437,568
3,23,46,48,61,71,86,86,87,106,111,114,153,200,213,250,262,342,451,454,672
9,10,14,21,21,26,27,29,73,138,153,164,199,214,214,269,316,318,445,491,688
10,13,32,45,72,103,108,113,116,134,136,157,183,209,248,301,310,337,368,370,474
7,13,17,22,22,33,38,43,77,100,112,119,145,147,230,235,261,317,490,662,749
6,7,10,13,14,90,120,124,172,178,182,198,208,216,224,226,258,258,362,467,506
8,25,30,34,37,42,76,77,93,121,130,143,173,207,208,255,398,411,418,437,516
6,11,15,20,23,59,108,122,123,158,162,172,193,221,234,280,286,298,316,509,523
15,15,33,53,60,60,71,74,83,99,124,147,175,179,203,226,227,309,380,561,745
14,16,26,78,104,106,109,114,130,134,136,136,149,153,162,206,216,251,311,609,679
1,42,54,55,56,73,103,105,109,145,157,175,178,183,188,221,272,274,278,369,801
3,32,50,62,85,85,102,112,112,120,130,170,177,198,254,267,281,288,326,421,564
12,19,20,23,56,95,104,104,114,116,125,131,141,160,194,200,242,369,387,602,625
2,8,44,49,51,71,73,84,85,110,120,125,164,178,246,252,304,312,312,572,677
7,15,25,30,39,45,50,75,94,131,145,168,204,209,218,237,239,256,529,534,589
7,18,25,25,27,30,68,78,80,95,99,175,179,181,183,189,285,298,451,654,692
11,24,34,38,56,65,66,67,83,87,124,124,139,177,204,209,261,407,504,561,598
8,8,20,39,51,73,75,95,97,105,133,136,177,227,228,242,270,307,356,587,605
9,16,23,36,56,72,80,93,103,107,114,114,136,189,276,291,299,337,436,495,557
5,16,18,32,37,45,51,75,100,101,151,151,197,205,205,237,285,312,389,431,796
10,30,38,55,62,87,97,103,106,139,154,184,193,222,247,259,307,319,354,381,492
1,5,13,20,43,72,74,92,100,103,149,157,161,184,285,309,309,320,378,417,647
10,28,43,50,72,79,79,117,123,124,152,168,183,228,238,254,261,336,338,394,562
3,14,19,29,31,59,84,94,94,142,154,189,197,232,244,317,317,317,390,450,463
30,37,40,46,71,82,105,108,117,119,121,123,125,163,174,229,238,295,350,380,886
9,16,18,44,58,59,94,103,131,136,142,144,145,173,236,277,281,290,430,514,539
1,5,7,42,45,54,85,93,99,99,106,258,267,271,275,316,334,339,349,373,421
2,16,17,19,43,43,54,76,77,93,99,131,149,214,268,275,307,356,382,488,730
5,45,60,82,85,89,93,115,133,140,153,166,178,229,240,267,279,339,342,357,442
1,15,28,45,52,69,94,104,113,159,170,171,187,201,233,239,288,348,374,419,529
5,19,38,41,51,58,74,84,89,120,122,133,136,143,156,174,244,295,360,661,836
1,36,37,60,61,65,68,95,98,114,123,179,199,262,262,274,282,342,367,438,476
3,20,21,33,59,61,85,109,151,155,177,201,201,218,218,221,237,324,326,423,596
26,28,28,30,42,60,69,100,102,147,189,190,200,212,247,268,287,340,369,420,485
2,16,16,16,18,58,86,99,99,132,133,140,151,156,240,263,285,364,417,560,588
4,13,28,35,57,66,71,101,106,117,161,178,180,190,206,227,334,353,363,457,592
6,9,9,23,25,39,64,64,69,96,112,134,148,175,203,243,248,249,356,540,1027
1,6,9,30,33,40,44,56,60,79,80,94,127,132,187,279,284,295,494,678,831
1,10,15,33,37,44,70,82,83,83,84,138,174,270,280,319,323,385,412,495,501
14,16,20,55,58,73,82,85,161,162,166,188,194,206,219,252,255,265,267,456,645
19,35,50,62,66,69,74,74,95,99,114,133,140,145,146,292,292,379,466,467,622
2,10,11,17,21,53,58,61,83,109,143,185,225,272,275,313,335,382,408,416,460
7,14,21,22,25,25,43,46,54,86,89,98,155,164,194,266,302,333,569,599,727
12,15,16,19,28,32,98,102,121,123,141,149,214,235,247,270,311,330,355,480,541
8,12,15,38,40,42,44,48,56,104,123,124,146,213,232,250,260,356,462,485,781
18,42,43,59,67,76,78,87,87,102,105,117,143,160,165,166,274,301,302,673,774
10,23,35,45,61,62,69,78,90,91,95,99,147,204,219,240,301,391,425,452,702
18,20,36,58,90,91,92,104,150,185,190,193,231,239,244,250,251,339,342,349,367
9,13,19,28,54,77,77,93,94,103,138,142,146,176,217,242,322,386,388,408,707
4,4,7,18,21,35,37,38,69,81,94,115,126,132,161,182,251,254,490,659,1061
37,56,57,65,72,72,72,92,95,101,144,166,173,178,191,258,292,298,359,422,639
2,7,8,21,44,63,66,89,110,126,135,142,221,245,277,285,295,301,360,481,561
10,43,45,48,62,64,69,78,79,128,158,158,160,182,204,226,278,287,358,435,767
28,32,50,58,58,63,63,66,66,71,77,108,112,114,206,253,289,415,416,463,831
8,16,16,37,46,58,62,64,67,101,106,155,183,201,224,237,239,245,246,340,1188
12,12,30,33,46,74,91,111,114,123,146,147,153,185,216,257,261,294,442,468,624
3,7,12,16,20,21,27,35,45,100,123,139,140,156,217,285,347,492,517,532,605
12,55,56,66,73,88,102,109,111,116,118,127,132,147,161,177,179,354,533,546,577
2,6,10,28,28,34,39,51,70,88,103,119,169,215,280,347,357,365,390,391,747
12,18,33,35,44,79,96,96,105,152,157,186,186,187,216,216,244,297,406,498,576
4,7,25,31,48,48,50,84,94,118,141,172,191,191,224,232,283,341,389,452,714
17,40,49,65,70,89,90,102,102,121,142,148,197,208,212,269,279,291,338,363,647
18,19,23,24,36,41,54,73,78,113,127,132,137,171,243,280,310,354,471,496,639
3,4,32,54,66,88,98,99,101,104,108,129,129,145,205,243,243,289,484,535,680
6,16,34,37,107,111,112,122,127,132,141,141,169,198,198,234,257,289,302,353,753
15,26,37,44,55,63,66,73,73,104,120,127,179,198,235,284,358,378,391,485,528
3,27,39,50,58,58,58,75,87,116,145,159,165,190,224,230,235,300,319,568,733
2,2,3,29,37,50,91,93,127,139,160,165,168,173,186,217,288,437,439,487,546
8,23,26,31,39,66,115,127,134,145,158,167,174,198,215,261,272,282,348,423,627
33,35,35,86,88,106,119,133,143,144,181,186,191,200,201,275,282,290,321,374,416
8,12,47,50,55,55,55,82,83,88,136,137,148,185,205,208,242,312,546,581,604
7,58,76,79,98,103,105,117,124,128,129,169,180,203,221,276,277,282,320,332,555
5,16,22,44,62,69,73,106,112,124,145,145,165,165,229,239,278,279,459,513,589
3,7,13,30,41,49,49,54,54,56,75,81,157,158,179,197,198,203,640,701,894
7,17,22,35,35,49,54,57,61,83,112,123,153,194,217,234,313,335,513,517,708
18,19,19,22,68,72,98,113,126,130,137,169,187,205,243,250,295,311,372,441,544
11,16,19,22,31,32,39,59,60,111,125,132,137,161,245,324,360,380,410,552,613
10,19,24,26,30,39,55,56,70,79,86,109,130,162,171,185,204,230,587,781,786
12,18,24,33,41,44,68,74,81,96,107,205,245,251,269,274,392,393,395,402,415
7,23,32,42,47,68,77,90,149,157,170,172,183,203,205,269,309,362,381,401,492
